created_date,metric_value
2015-09-01 12:04:05,40
2015-09-02 12:04:05,40
2015-09-03 12:04:05,0
2015-09-04 12:04:05,0
2015-07-12 12:04:05,200
2015-07-09 12:04:05,240
2015-07-11 12:04:05,220
2015-07-14 12:04:05,220
2015-07-15 12:04:05,10
2015-07-16 12:04:05,10
2015-07-17 12:04:05,20
2015-07-18 12:04:05,0
2015-07-19 12:04:05,20
2015-07-20 12:04:05,10
2015-07-21 12:04:05,30
2015-07-14 12:04:05,220
2015-07-22 12:04:05,20
2015-07-15 12:04:05,20
2015-07-23 12:04:05,20
2015-07-16 12:04:05,30
2015-07-24 12:04:05,0
2015-07-17 12:04:05,0
2015-07-25 12:04:05,10
2015-07-18 12:04:05,40
2015-07-26 12:04:05,10
2015-07-19 12:04:05,30
2015-07-27 12:04:05,0
2015-07-20 12:04:05,40
2015-07-28 12:04:05,20
2015-07-21 12:04:05,0
2015-07-29 12:04:05,30
2015-07-22 12:04:05,40
2015-07-30 12:04:05,10
2015-07-23 12:04:05,40
2015-07-24 12:04:05,0
2015-07-31 12:04:05,0
2015-07-25 12:04:05,40
2015-08-01 12:04:05,40
2015-08-02 12:04:05,20
2015-07-26 12:04:05,20
2015-07-27 12:04:05,30
2015-08-03 12:04:05,30
2015-07-28 12:04:05,30
2015-08-04 12:04:05,30
2015-07-29 12:04:05,30
2015-08-05 12:04:05,20
2015-07-30 12:04:05,40
2015-08-06 12:04:05,20
2015-07-31 12:04:05,40
2015-08-07 12:04:05,30
2015-08-01 12:04:05,30
2015-08-08 12:04:05,0
2015-08-02 12:04:05,40
2015-08-09 12:04:05,20
2015-08-03 12:04:05,20
2015-08-10 12:04:05,20
2015-08-04 12:04:05,40
2015-08-11 12:04:05,20
2015-08-05 12:04:05,20
2015-08-12 12:04:05,40
2015-08-06 12:04:05,10
2015-08-13 12:04:05,20
2015-08-07 12:04:05,0
2015-08-14 12:04:05,0
2015-08-08 12:04:05,0
2015-08-15 12:04:05,20
2015-08-09 12:04:05,0
2015-08-16 12:04:05,40
2015-08-10 12:04:05,40
2015-08-17 12:04:05,20
2015-08-11 12:04:05,30
2015-08-18 12:04:05,40
2015-08-19 12:04:05,40
2015-08-12 12:04:05,40
2015-08-13 12:04:05,0
2015-08-20 12:04:05,20
2015-08-14 12:04:05,0
2015-08-21 12:04:05,0
2015-08-15 12:04:05,10
2015-08-22 12:04:05,10
2015-08-16 12:04:05,30
2015-08-23 12:04:05,30
2015-08-17 12:04:05,30
2015-08-24 12:04:05,20
2015-08-18 12:04:05,40
2015-08-25 12:04:05,30
2015-08-19 12:04:05,10
2015-08-26 12:04:05,30
2015-08-20 12:04:05,20
2015-08-27 12:04:05,10
2015-08-21 12:04:05,0
2015-08-28 12:04:05,40
2015-08-22 12:04:05,0
2015-08-29 12:04:05,10
2015-08-23 12:04:05,0
2015-08-30 12:04:05,0
2015-08-24 12:04:05,20
2015-08-31 12:04:05,30
2015-08-25 12:04:05,40
2015-09-01 12:04:05,40
2015-08-26 12:04:05,10
2015-09-02 12:04:05,40
2015-09-03 12:04:05,40
2015-08-27 12:04:05,30
2015-09-04 12:04:05,10
2015-08-28 12:04:05,20
2015-08-29 12:04:05,30
2015-08-30 12:04:05,30
2015-08-31 12:04:05,30
2015-09-01 12:04:05,40
2015-09-02 12:04:05,0
2015-09-03 12:04:05,0
2015-09-04 12:04:05,20
2015-07-13 12:04:05,220
2015-07-10 12:04:05,230
2015-07-10 12:04:05,240
2015-10-25 12:04:05,230
2015-07-14 12:04:05,200
2015-07-15 12:04:05,40
2015-07-16 12:04:05,40
2015-07-17 12:04:05,30
2015-07-14 12:04:05,200
2015-07-18 12:04:05,10
2015-07-15 12:04:05,20
2015-07-19 12:04:05,30
2015-07-16 12:04:05,10
2015-07-20 12:04:05,0
2015-07-17 12:04:05,10
2015-07-21 12:04:05,10
2015-07-18 12:04:05,40
2015-07-22 12:04:05,10
2015-07-19 12:04:05,40
2015-07-23 12:04:05,20
2015-07-20 12:04:05,30
2015-07-24 12:04:05,10
2015-07-21 12:04:05,10
2015-07-25 12:04:05,30
2015-07-22 12:04:05,0
2015-07-26 12:04:05,20
2015-07-23 12:04:05,30
2015-07-27 12:04:05,0
2015-07-11 12:04:05,200
2015-07-24 12:04:05,0
2015-07-28 12:04:05,20
2015-07-25 12:04:05,30
2015-07-29 12:04:05,30
2015-07-30 12:04:05,0
2015-07-26 12:04:05,0
2015-07-31 12:04:05,0
2015-07-27 12:04:05,10
2015-07-28 12:04:05,10
2015-08-01 12:04:05,0
2015-07-29 12:04:05,40
2015-08-02 12:04:05,10
2015-07-30 12:04:05,20
2015-08-03 12:04:05,0
2015-07-31 12:04:05,10
2015-08-04 12:04:05,40
2015-08-01 12:04:05,0
2015-08-05 12:04:05,20
2015-08-02 12:04:05,0
2015-08-06 12:04:05,10
2015-08-03 12:04:05,30
2015-08-07 12:04:05,20
2015-08-04 12:04:05,40
2015-08-08 12:04:05,20
2015-08-05 12:04:05,30
2015-08-09 12:04:05,0
2015-08-06 12:04:05,40
2015-08-10 12:04:05,40
2015-08-07 12:04:05,10
2015-08-11 12:04:05,0
2015-08-08 12:04:05,10
2015-08-12 12:04:05,0
2015-08-09 12:04:05,40
2015-08-13 12:04:05,30
2015-08-10 12:04:05,10
2015-08-14 12:04:05,10
2015-08-11 12:04:05,0
2015-08-15 12:04:05,40
2015-08-16 12:04:05,10
2015-08-12 12:04:05,40
2015-08-17 12:04:05,20
2015-08-13 12:04:05,40
2015-08-18 12:04:05,30
2015-08-14 12:04:05,40
2015-08-19 12:04:05,20
2015-08-15 12:04:05,40
2015-08-20 12:04:05,20
2015-08-16 12:04:05,30
2015-08-21 12:04:05,10
2015-08-17 12:04:05,20
2015-08-22 12:04:05,20
2015-08-18 12:04:05,0
2015-08-23 12:04:05,30
2015-08-19 12:04:05,20
2015-08-24 12:04:05,0
2015-08-20 12:04:05,0
2015-08-25 12:04:05,40
2015-08-21 12:04:05,10
2015-08-26 12:04:05,0
2015-08-22 12:04:05,40
2015-08-27 12:04:05,10
2015-08-23 12:04:05,40
2015-08-28 12:04:05,0
2015-08-24 12:04:05,30
2015-08-29 12:04:05,10
2015-08-25 12:04:05,30
2015-08-30 12:04:05,30
2015-08-26 12:04:05,0
2015-08-27 12:04:05,30
2015-08-31 12:04:05,0
2015-08-28 12:04:05,40
2015-09-01 12:04:05,20
2015-08-29 12:04:05,40
2015-09-02 12:04:05,20
2015-08-30 12:04:05,10
2015-09-03 12:04:05,40
2015-08-31 12:04:05,0
2015-09-04 12:04:05,40
2015-09-01 12:04:05,0
2015-09-02 12:04:05,10
2015-09-03 12:04:05,0
2015-09-04 12:04:05,20
2015-07-12 12:04:05,240
2015-07-11 12:04:05,200
2015-07-12 12:04:05,210
2015-07-12 12:04:05,200
2015-07-12 12:04:05,200
2015-07-13 12:04:05,230
2015-07-11 12:04:05,240
2015-07-13 12:04:05,240
2015-10-26 12:04:05,230
2015-07-13 12:04:05,240
2015-07-14 12:04:05,240
2015-07-15 12:04:05,0
2015-07-16 12:04:05,40
2015-07-17 12:04:05,30
2015-07-18 12:04:05,10
2015-07-19 12:04:05,20
2015-07-20 12:04:05,30
2015-07-21 12:04:05,20
2015-07-22 12:04:05,20
2015-07-23 12:04:05,10
2015-07-24 12:04:05,40
2015-07-25 12:04:05,0
2015-07-26 12:04:05,30
2015-07-27 12:04:05,40
2015-07-28 12:04:05,30
2015-07-29 12:04:05,10
2015-07-30 12:04:05,20
2015-07-31 12:04:05,40
2015-08-01 12:04:05,40
2015-08-02 12:04:05,20
2015-08-03 12:04:05,0
2015-08-04 12:04:05,0
2015-08-05 12:04:05,20
2015-08-06 12:04:05,40
2015-08-07 12:04:05,0
2015-08-08 12:04:05,0
2015-08-09 12:04:05,30
2015-08-10 12:04:05,0
2015-08-11 12:04:05,30
2015-08-12 12:04:05,20
2015-08-13 12:04:05,40
2015-08-14 12:04:05,40
2015-08-15 12:04:05,10
2015-08-16 12:04:05,10
2015-08-17 12:04:05,20
2015-08-18 12:04:05,30
2015-08-19 12:04:05,0
2015-08-20 12:04:05,20
2015-08-21 12:04:05,20
2015-08-22 12:04:05,40
2015-08-23 12:04:05,10
2015-08-24 12:04:05,30
2015-08-25 12:04:05,0
2015-08-26 12:04:05,30
2015-08-27 12:04:05,40
2015-08-28 12:04:05,40
2015-10-27 12:04:05,200
2015-08-29 12:04:05,20
2015-07-14 12:04:05,220
2015-08-30 12:04:05,30
2015-07-15 12:04:05,20
2015-08-31 12:04:05,0
2015-07-16 12:04:05,0
2015-09-01 12:04:05,10
2015-07-17 12:04:05,20
2015-09-02 12:04:05,10
2015-07-18 12:04:05,10
2015-09-03 12:04:05,30
2015-07-19 12:04:05,20
2015-09-04 12:04:05,30
2015-07-20 12:04:05,40
2015-07-21 12:04:05,10
2015-07-22 12:04:05,10
2015-07-23 12:04:05,0
2015-07-24 12:04:05,10
2015-07-25 12:04:05,0
2015-07-26 12:04:05,40
2015-07-27 12:04:05,0
2015-07-28 12:04:05,20
2015-07-29 12:04:05,30
2015-07-30 12:04:05,10
2015-07-31 12:04:05,20
2015-08-01 12:04:05,20
2015-08-02 12:04:05,40
2015-08-03 12:04:05,40
2015-08-04 12:04:05,30
2015-08-05 12:04:05,40
2015-08-06 12:04:05,30
2015-08-07 12:04:05,30
2015-08-08 12:04:05,30
2015-08-09 12:04:05,0
2015-08-10 12:04:05,20
2015-08-11 12:04:05,40
2015-08-12 12:04:05,40
2015-08-13 12:04:05,40
2015-08-14 12:04:05,40
2015-08-15 12:04:05,20
2015-08-16 12:04:05,10
2015-08-17 12:04:05,20
2015-08-18 12:04:05,10
2015-08-19 12:04:05,20
2015-08-20 12:04:05,30
2015-08-21 12:04:05,20
2015-08-22 12:04:05,40
2015-08-23 12:04:05,10
2015-08-24 12:04:05,40
2015-08-25 12:04:05,10
2015-08-26 12:04:05,0
2015-08-27 12:04:05,10
2015-08-28 12:04:05,0
2015-08-29 12:04:05,10
2015-08-30 12:04:05,20
2015-08-31 12:04:05,40
2015-09-01 12:04:05,40
2015-09-02 12:04:05,0
2015-09-03 12:04:05,0
2015-09-04 12:04:05,10
2015-10-28 12:04:05,230
2015-07-14 12:04:05,230
2015-07-15 12:04:05,0
2015-07-16 12:04:05,10
2015-07-17 12:04:05,30
2015-07-18 12:04:05,0
2015-07-19 12:04:05,10
2015-07-20 12:04:05,10
2015-07-21 12:04:05,30
2015-07-22 12:04:05,10
2015-07-23 12:04:05,10
2015-07-24 12:04:05,30
2015-07-25 12:04:05,20
2015-07-26 12:04:05,0
2015-10-29 12:04:05,240
2015-07-27 12:04:05,30
2015-07-28 12:04:05,30
2015-07-29 12:04:05,0
2015-07-30 12:04:05,10
2015-07-31 12:04:05,10
2015-08-01 12:04:05,40
2015-08-02 12:04:05,10
2015-08-03 12:04:05,30
2015-08-04 12:04:05,0
2015-08-05 12:04:05,10
2015-08-06 12:04:05,40
2015-08-07 12:04:05,40
2015-08-08 12:04:05,10
2015-08-09 12:04:05,0
2015-08-10 12:04:05,40
2015-08-11 12:04:05,10
2015-08-12 12:04:05,0
2015-08-13 12:04:05,0
2015-08-14 12:04:05,0
2015-08-15 12:04:05,10
2015-08-16 12:04:05,20
2015-08-17 12:04:05,0
2015-08-18 12:04:05,20
2015-08-19 12:04:05,40
2015-08-20 12:04:05,30
2015-08-21 12:04:05,0
2015-08-22 12:04:05,10
2015-08-23 12:04:05,20
2015-08-24 12:04:05,10
2015-08-25 12:04:05,10
2015-08-26 12:04:05,10
2015-08-27 12:04:05,20
2015-08-28 12:04:05,10
2015-08-29 12:04:05,30
2015-08-30 12:04:05,10
2015-08-31 12:04:05,10
2015-09-01 12:04:05,10
2015-09-02 12:04:05,20
2015-09-03 12:04:05,0
2015-09-04 12:04:05,30
2015-07-13 12:04:05,240
2015-07-12 12:04:05,230
2015-07-14 12:04:05,240
2015-07-15 12:04:05,30
2015-07-16 12:04:05,30
2015-07-17 12:04:05,10
2015-07-18 12:04:05,20
2015-07-19 12:04:05,10
2015-07-20 12:04:05,40
2015-07-21 12:04:05,20
2015-07-22 12:04:05,0
2015-07-23 12:04:05,20
2015-07-24 12:04:05,40
2015-07-25 12:04:05,30
2015-07-26 12:04:05,20
2015-07-27 12:04:05,40
2015-07-28 12:04:05,40
2015-07-29 12:04:05,40
2015-07-30 12:04:05,20
2015-07-31 12:04:05,30
2015-08-01 12:04:05,30
2015-08-02 12:04:05,10
2015-08-03 12:04:05,30
2015-08-04 12:04:05,0
2015-08-05 12:04:05,30
2015-08-06 12:04:05,30
2015-08-07 12:04:05,10
2015-08-08 12:04:05,0
2015-08-09 12:04:05,40
2015-08-10 12:04:05,30
2015-08-11 12:04:05,10
2015-08-12 12:04:05,20
2015-08-13 12:04:05,20
2015-08-14 12:04:05,0
2015-08-15 12:04:05,0
2015-08-16 12:04:05,30
2015-08-17 12:04:05,10
2015-08-18 12:04:05,20
2015-08-19 12:04:05,40
2015-08-20 12:04:05,10
2015-08-21 12:04:05,40
2015-08-22 12:04:05,30
2015-08-23 12:04:05,0
2015-08-24 12:04:05,20
2015-08-25 12:04:05,0
2015-08-26 12:04:05,40
2015-08-27 12:04:05,0
2015-08-28 12:04:05,0
2015-08-29 12:04:05,0
2015-08-30 12:04:05,0
2015-08-31 12:04:05,30
2015-09-01 12:04:05,40
2015-09-02 12:04:05,20
2015-09-03 12:04:05,0
2015-09-04 12:04:05,10
2015-07-13 12:04:05,240
2015-10-30 12:04:05,220
2015-10-31 12:04:05,230
2015-07-14 12:04:05,230
2015-07-15 12:04:05,0
2015-07-16 12:04:05,20
2015-07-17 12:04:05,40
2015-07-18 12:04:05,0
2015-07-19 12:04:05,40
2015-07-20 12:04:05,30
2015-07-21 12:04:05,10
2015-07-22 12:04:05,20
2015-07-23 12:04:05,40
2015-07-24 12:04:05,40
2015-07-25 12:04:05,20
2015-07-26 12:04:05,20
2015-07-27 12:04:05,40
2015-07-28 12:04:05,10
2015-07-29 12:04:05,30
2015-07-30 12:04:05,0
2015-07-31 12:04:05,10
2015-08-01 12:04:05,30
2015-08-02 12:04:05,0
2015-08-03 12:04:05,30
2015-08-04 12:04:05,20
2015-08-05 12:04:05,0
2015-08-06 12:04:05,0
2015-08-07 12:04:05,10
2015-08-08 12:04:05,0
2015-08-09 12:04:05,0
2015-08-10 12:04:05,10
2015-08-11 12:04:05,10
2015-08-12 12:04:05,40
2015-08-13 12:04:05,10
2015-08-14 12:04:05,20
2015-08-15 12:04:05,20
2015-08-16 12:04:05,40
2015-08-17 12:04:05,30
2015-08-18 12:04:05,10
2015-08-19 12:04:05,0
2015-08-20 12:04:05,20
2015-08-21 12:04:05,0
2015-08-22 12:04:05,10
2015-08-23 12:04:05,20
2015-08-24 12:04:05,10
2015-08-25 12:04:05,30
2015-08-26 12:04:05,40
2015-08-27 12:04:05,30
2015-08-28 12:04:05,20
2015-08-29 12:04:05,30
2015-08-30 12:04:05,30
2015-08-31 12:04:05,0
2015-09-01 12:04:05,40
2015-09-02 12:04:05,20
2015-09-03 12:04:05,10
2015-09-04 12:04:05,20
2015-11-01 12:04:05,200
2015-11-02 12:04:05,210
2015-11-03 12:04:05,240
2015-11-04 12:04:05,230
2015-11-05 12:04:05,210
2015-11-06 12:04:05,230
2015-11-07 12:04:05,230
2015-11-08 12:04:05,20
2015-11-09 12:04:05,40
2015-11-10 12:04:05,20
2015-11-11 12:04:05,30
2015-11-12 12:04:05,30
2015-11-13 12:04:05,0
2015-11-14 12:04:05,0
2015-11-15 12:04:05,0
2015-11-16 12:04:05,30
2015-11-17 12:04:05,20
2015-11-18 12:04:05,40
2015-11-19 12:04:05,10
2015-11-20 12:04:05,30
2015-11-21 12:04:05,10
2015-11-22 12:04:05,40
2015-11-23 12:04:05,10
2015-11-24 12:04:05,20
2015-11-25 12:04:05,20
2015-11-26 12:04:05,10
2015-11-27 12:04:05,20
2015-11-28 12:04:05,40
2015-11-29 12:04:05,0
2015-11-30 12:04:05,0
2015-12-01 12:04:05,20
2015-12-02 12:04:05,0
2015-12-03 12:04:05,40
2015-12-04 12:04:05,20
2015-12-05 12:04:05,10
2015-12-06 12:04:05,20
2015-12-07 12:04:05,20
2015-12-08 12:04:05,40
2015-12-09 12:04:05,0
2015-12-10 12:04:05,10
2015-12-11 12:04:05,10
2015-12-12 12:04:05,0
2015-12-13 12:04:05,30
2015-05-28 12:04:05,20
2015-05-29 12:04:05,30
2015-05-30 12:04:05,20
2015-05-31 12:04:05,20
2015-06-01 12:04:05,40
2015-06-02 12:04:05,40
2015-06-03 12:04:05,30
2015-06-04 12:04:05,20
2015-06-05 12:04:05,30
2015-06-06 12:04:05,30
2015-05-28 12:04:05,30
2015-06-07 12:04:05,0
2015-05-29 12:04:05,20
2015-06-08 12:04:05,20
2015-05-28 12:04:05,0
2015-06-09 12:04:05,0
2015-05-30 12:04:05,0
2015-05-29 12:04:05,40
2015-06-10 12:04:05,40
2015-05-31 12:04:05,20
2015-05-30 12:04:05,40
2015-06-11 12:04:05,10
2015-06-01 12:04:05,40
2015-05-31 12:04:05,20
2015-06-02 12:04:05,40
2015-06-12 12:04:05,20
2015-06-13 12:04:05,20
2015-06-03 12:04:05,10
2015-06-01 12:04:05,40
2015-06-14 12:04:05,30
2015-06-04 12:04:05,0
2015-06-02 12:04:05,30
2015-06-15 12:04:05,40
2015-06-03 12:04:05,0
2015-06-05 12:04:05,40
2015-06-16 12:04:05,10
2015-06-04 12:04:05,0
2015-06-06 12:04:05,20
2015-06-17 12:04:05,0
2015-06-05 12:04:05,40
2015-06-07 12:04:05,10
2015-06-18 12:04:05,40
2015-06-06 12:04:05,10
2015-06-08 12:04:05,30
2015-06-19 12:04:05,30
2015-06-07 12:04:05,40
2015-06-09 12:04:05,0
2015-06-20 12:04:05,10
2015-06-08 12:04:05,30
2015-06-10 12:04:05,0
2015-05-28 12:04:05,40
2015-06-21 12:04:05,40
2015-06-09 12:04:05,30
2015-06-11 12:04:05,10
2015-06-22 12:04:05,20
2015-05-29 12:04:05,40
2015-06-10 12:04:05,30
2015-06-23 12:04:05,0
2015-06-12 12:04:05,20
2015-05-30 12:04:05,30
2015-06-13 12:04:05,10
2015-06-11 12:04:05,0
2015-06-24 12:04:05,10
2015-05-31 12:04:05,30
2015-06-25 12:04:05,20
2015-06-14 12:04:05,40
2015-06-12 12:04:05,0
2015-06-01 12:04:05,10
2015-06-26 12:04:05,20
2015-06-15 12:04:05,10
2015-06-13 12:04:05,40
2015-06-02 12:04:05,20
2015-06-27 12:04:05,40
2015-06-16 12:04:05,40
2015-06-14 12:04:05,30
2015-06-03 12:04:05,10
2015-06-28 12:04:05,30
2015-06-17 12:04:05,0
2015-06-15 12:04:05,40
2015-06-04 12:04:05,0
2015-06-29 12:04:05,10
2015-06-18 12:04:05,40
2015-06-16 12:04:05,30
2015-06-05 12:04:05,0
2015-06-30 12:04:05,40
2015-06-19 12:04:05,40
2015-06-17 12:04:05,40
2015-06-06 12:04:05,40
2015-07-01 12:04:05,10
2015-06-20 12:04:05,10
2015-06-18 12:04:05,40
2015-06-07 12:04:05,10
2015-07-02 12:04:05,10
2015-06-21 12:04:05,20
2015-06-19 12:04:05,10
2015-06-08 12:04:05,30
2015-07-03 12:04:05,0
2015-06-22 12:04:05,20
2015-06-20 12:04:05,10
2015-07-04 12:04:05,20
2015-06-09 12:04:05,40
2015-06-21 12:04:05,40
2015-06-23 12:04:05,30
2015-07-05 12:04:05,40
2015-06-22 12:04:05,20
2015-06-10 12:04:05,20
2015-06-24 12:04:05,30
2015-06-23 12:04:05,30
2015-06-11 12:04:05,10
2015-06-25 12:04:05,10
2015-06-24 12:04:05,30
2015-06-26 12:04:05,0
2015-06-12 12:04:05,10
2015-06-25 12:04:05,0
2015-06-27 12:04:05,0
2015-06-13 12:04:05,10
2015-06-26 12:04:05,10
2015-06-28 12:04:05,10
2015-06-14 12:04:05,20
2015-06-27 12:04:05,30
2015-06-29 12:04:05,20
2015-06-28 12:04:05,30
2015-06-15 12:04:05,20
2015-06-30 12:04:05,30
2015-07-01 12:04:05,20
2015-06-29 12:04:05,0
2015-06-16 12:04:05,30
2015-07-02 12:04:05,0
2015-06-17 12:04:05,20
2015-06-30 12:04:05,40
2015-07-03 12:04:05,30
2015-07-01 12:04:05,20
2015-06-18 12:04:05,40
2015-07-04 12:04:05,30
2015-07-02 12:04:05,20
2015-06-19 12:04:05,20
2015-07-05 12:04:05,30
2015-07-03 12:04:05,40
2015-06-20 12:04:05,30
2015-07-04 12:04:05,20
2015-06-21 12:04:05,30
2015-07-05 12:04:05,30
2015-06-22 12:04:05,10
2015-06-23 12:04:05,20
2015-06-24 12:04:05,30
2015-06-25 12:04:05,40
2015-06-26 12:04:05,10
2015-06-27 12:04:05,0
2015-06-28 12:04:05,10
2015-06-29 12:04:05,30
2015-06-30 12:04:05,10
2015-07-01 12:04:05,0
2015-07-02 12:04:05,20
2015-07-03 12:04:05,30
2015-07-04 12:04:05,30
2015-07-05 12:04:05,0
2015-05-28 12:04:05,20
2015-05-29 12:04:05,30
2015-05-30 12:04:05,20
2015-05-31 12:04:05,40
2015-06-01 12:04:05,20
2015-06-02 12:04:05,20
2015-06-03 12:04:05,10
2015-06-04 12:04:05,10
2015-06-05 12:04:05,30
2015-06-06 12:04:05,30
2015-06-07 12:04:05,30
2015-06-08 12:04:05,10
2015-06-09 12:04:05,20
2015-06-10 12:04:05,40
2015-06-11 12:04:05,30
2015-06-12 12:04:05,30
2015-06-13 12:04:05,40
2015-06-14 12:04:05,10
2015-06-15 12:04:05,40
2015-06-16 12:04:05,20
2015-06-17 12:04:05,30
2015-06-18 12:04:05,0
2015-06-19 12:04:05,0
2015-06-20 12:04:05,30
2015-06-21 12:04:05,30
2015-06-22 12:04:05,10
2015-06-23 12:04:05,10
2015-06-24 12:04:05,30
2015-06-25 12:04:05,40
2015-06-26 12:04:05,0
2015-06-27 12:04:05,10
2015-06-28 12:04:05,10
2015-06-29 12:04:05,40
2015-06-30 12:04:05,10
2015-07-01 12:04:05,0
2015-07-02 12:04:05,20
2015-07-03 12:04:05,20
2015-07-04 12:04:05,30
2015-05-28 12:04:05,10
2015-07-05 12:04:05,20
2015-05-29 12:04:05,10
2015-05-30 12:04:05,40
2015-05-31 12:04:05,40
2015-06-01 12:04:05,30
2015-06-02 12:04:05,10
2015-06-03 12:04:05,20
2015-06-04 12:04:05,40
2015-06-05 12:04:05,40
2015-06-06 12:04:05,10
2015-06-07 12:04:05,30
2015-07-06 12:04:05,210
2015-07-06 12:04:05,210
2015-06-08 12:04:05,20
2015-06-09 12:04:05,30
2015-06-10 12:04:05,10
2015-06-11 12:04:05,10
2015-06-12 12:04:05,20
2015-06-13 12:04:05,20
2015-06-14 12:04:05,0
2015-06-15 12:04:05,20
2015-06-16 12:04:05,30
2015-06-17 12:04:05,10
2015-06-18 12:04:05,40
2015-06-19 12:04:05,0
2015-06-20 12:04:05,10
2015-07-06 12:04:05,220
2015-06-21 12:04:05,30
2015-06-22 12:04:05,0
2015-06-23 12:04:05,40
2015-06-24 12:04:05,10
2015-06-25 12:04:05,20
2015-06-26 12:04:05,10
2015-06-27 12:04:05,0
2015-06-28 12:04:05,20
2015-07-06 12:04:05,230
2015-06-29 12:04:05,10
2015-06-30 12:04:05,0
2015-07-01 12:04:05,40
2015-07-02 12:04:05,10
2015-07-03 12:04:05,30
2015-07-04 12:04:05,10
2015-07-05 12:04:05,40
2015-07-06 12:04:05,210
2015-07-06 12:04:05,230
2015-07-07 12:04:05,210
2015-07-07 12:04:05,230
2015-05-28 12:04:05,0
2015-05-29 12:04:05,0
2015-05-30 12:04:05,0
2015-05-31 12:04:05,30
2015-06-01 12:04:05,20
2015-06-02 12:04:05,30
2015-06-03 12:04:05,30
2015-06-04 12:04:05,40
2015-06-05 12:04:05,10
2015-06-06 12:04:05,20
2015-06-07 12:04:05,40
2015-06-08 12:04:05,0
2015-06-09 12:04:05,10
2015-06-10 12:04:05,10
2015-06-11 12:04:05,40
2015-06-12 12:04:05,40
2015-06-13 12:04:05,40
2015-06-14 12:04:05,20
2015-06-15 12:04:05,20
2015-06-16 12:04:05,0
2015-06-17 12:04:05,0
2015-06-18 12:04:05,20
2015-06-19 12:04:05,10
2015-06-20 12:04:05,40
2015-06-21 12:04:05,10
2015-06-22 12:04:05,40
2015-06-23 12:04:05,20
2015-06-24 12:04:05,30
2015-06-25 12:04:05,10
2015-06-26 12:04:05,10
2015-06-27 12:04:05,10
2015-06-28 12:04:05,10
2015-06-29 12:04:05,20
2015-06-30 12:04:05,10
2015-07-01 12:04:05,0
2015-07-02 12:04:05,10
2015-07-03 12:04:05,10
2015-07-04 12:04:05,40
2015-07-07 12:04:05,220
2015-07-05 12:04:05,0
2015-05-28 12:04:05,30
2015-05-29 12:04:05,20
2015-05-30 12:04:05,20
2015-05-31 12:04:05,0
2015-06-01 12:04:05,40
2015-06-02 12:04:05,20
2015-06-03 12:04:05,0
2015-06-04 12:04:05,0
2015-06-05 12:04:05,10
2015-06-06 12:04:05,30
2015-06-07 12:04:05,30
2015-06-08 12:04:05,30
2015-06-09 12:04:05,40
2015-06-10 12:04:05,20
2015-06-11 12:04:05,30
2015-06-12 12:04:05,30
2015-06-13 12:04:05,30
2015-06-14 12:04:05,30
2015-06-15 12:04:05,20
2015-06-16 12:04:05,30
2015-06-17 12:04:05,10
2015-06-18 12:04:05,30
2015-06-19 12:04:05,10
2015-06-20 12:04:05,10
2015-06-21 12:04:05,30
2015-06-22 12:04:05,0
2015-06-23 12:04:05,10
2015-06-24 12:04:05,30
2015-06-25 12:04:05,40
2015-06-26 12:04:05,10
2015-06-27 12:04:05,40
2015-06-28 12:04:05,40
2015-06-29 12:04:05,0
2015-06-30 12:04:05,20
2015-07-01 12:04:05,10
2015-07-02 12:04:05,10
2015-07-03 12:04:05,40
2015-07-04 12:04:05,40
2015-07-05 12:04:05,40
2015-07-07 12:04:05,210
2015-07-08 12:04:05,200
2015-07-07 12:04:05,210
2015-05-28 12:04:05,30
2015-05-29 12:04:05,40
2015-05-30 12:04:05,30
2015-05-31 12:04:05,40
2015-06-01 12:04:05,0
2015-06-02 12:04:05,40
2015-06-03 12:04:05,10
2015-06-04 12:04:05,30
2015-06-05 12:04:05,30
2015-06-06 12:04:05,30
2015-06-07 12:04:05,40
2015-06-08 12:04:05,10
2015-06-09 12:04:05,10
2015-06-10 12:04:05,10
2015-06-11 12:04:05,30
2015-06-12 12:04:05,40
2015-06-13 12:04:05,40
2015-06-14 12:04:05,30
2015-06-15 12:04:05,30
2015-06-16 12:04:05,20
2015-06-17 12:04:05,40
2015-06-18 12:04:05,40
2015-06-19 12:04:05,0
2015-06-20 12:04:05,0
2015-06-21 12:04:05,20
2015-06-22 12:04:05,0
2015-06-23 12:04:05,40
2015-06-24 12:04:05,0
2015-06-25 12:04:05,40
2015-06-26 12:04:05,0
2015-06-27 12:04:05,10
2015-06-28 12:04:05,30
2015-06-29 12:04:05,30
2015-06-30 12:04:05,40
2015-07-01 12:04:05,20
2015-07-02 12:04:05,30
2015-07-03 12:04:05,20
2015-07-04 12:04:05,0
2015-07-05 12:04:05,0
2015-07-07 12:04:05,220
2015-07-08 12:04:05,230
2015-05-28 12:04:05,20
2015-05-29 12:04:05,0
2015-05-30 12:04:05,20
2015-05-31 12:04:05,0
2015-06-01 12:04:05,40
2015-06-02 12:04:05,40
2015-06-03 12:04:05,10
2015-06-04 12:04:05,20
2015-06-05 12:04:05,10
2015-06-06 12:04:05,30
2015-06-07 12:04:05,40
2015-06-08 12:04:05,0
2015-06-09 12:04:05,10
2015-06-10 12:04:05,30
2015-06-11 12:04:05,40
2015-06-12 12:04:05,0
2015-06-13 12:04:05,0
